,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,_RA.icrs,_DE.icrs,id
2G0290885-0024849,29.0886,-0.2485,0.6299999952316284,2.130000114440918,1.6399999856948853,1.899999976158142,0.4000000059604645,38,85,0.6399999856948853,0.07999999821186066,0.1599999964237213,R,,1G029089-002370,G029.088-00.265,,,281.3264,-3.5335,641
2G0290957-0067613,29.0958,-0.6761,1.2599999904632568,4.309999942779541,3.5399999618530273,3.950000047683716,0.800000011920929,66,141,0.5699999928474426,0.11999999731779099,0.3499999940395355,R,,1G029092-006708,G029.088-00.675,,,281.7109,-3.7222,642
2G0291175+0009285,29.1175,0.0929,0.10999999940395355,0.2199999988079071,0.12999999523162842,0.18000000715255737,0.10999999940395355,178,85,0.8199999928474426,0.12999999523162842,0.10999999940395355,R,,,G029.117+00.091,,,281.0353,-3.3518,643
2G0291346-0014296,29.1347,-0.143,0.18000000715255737,0.5299999713897705,0.3799999952316284,0.46000000834465027,0.1899999976158142,11,86,0.699999988079071,0.30000001192092896,0.27000001072883606,R,,1G029136-001438,G029.134-00.145,,,281.2534,-3.4443,644
2G0291576-0026207,29.1576,-0.2621,0.33000001311302185,1.899999976158142,1.7100000381469727,1.7999999523162842,0.36000001430511475,15,95,0.4300000071525574,0.23000000417232513,0.23000000417232513,R,,1G029158-002619,G029.161-00.261,,N51,281.3701,-3.4783,645
2G0292219+0044645,29.222,0.4465,0.3100000023841858,3.7200000286102295,2.069999933242798,3.009999990463257,0.18000000715255737,108,65,0.8299999833106995,,0.15000000596046448,C,,1G029232+004316,,,,280.7682,-3.0973,646
2G0292240-0026937,29.2241,-0.2694,0.17000000178813934,1.2999999523162842,1.190000057220459,1.25,0.09000000357627869,74,68,0.4000000059604645,,0.14000000059604645,C,D,,G029.224-00.271,,,281.407,-3.4225,647
2G0292404+0015506,29.2405,0.1551,0.1899999976158142,1.0,0.8399999737739563,0.9200000166893005,0.10999999940395355,155,112,0.550000011920929,,0.15000000596046448,C,,1G029240+001548,G029.246+00.149,,,281.0362,-3.214,648
2G0292414-0019956,29.2414,-0.1996,1.350000023841858,5.940000057220459,4.670000076293945,5.340000152587891,1.0199999809265137,129,111,0.6200000047683716,0.03999999910593033,0.07999999821186066,C,P,,,,,281.3527,-3.3752,649
2G0292543+0006880,29.2543,0.0688,0.9599999785423279,0.8500000238418579,0.6200000047683716,0.7400000095367432,0.30000001192092896,46,138,0.6800000071525574,0.17000000178813934,0.14000000059604645,R,,,G029.261+00.064,,,281.1194,-3.2411,650
2G0293500-0042038,29.3501,-0.4204,0.28999999165534973,1.190000057220459,0.8999999761581421,1.0499999523162842,0.14000000059604645,29,78,0.6499999761581421,,0.15000000596046448,C,,,G029.348-00.426,,,281.5992,-3.3793,651
2G0293682-0035055,29.3683,-0.3505,0.09000000357627869,0.30000001192092896,0.23000000417232513,0.27000001072883606,0.10000000149011612,0,62,0.6100000143051147,,0.14000000059604645,C,,,,,,281.5452,-3.3312,652
2G0293708-0031661,29.3709,-0.3166,0.15000000596046448,0.44999998807907104,0.4000000059604645,0.41999998688697815,0.10999999940395355,19,89,0.46000000834465027,0.23999999463558197,0.09000000357627869,R,,1G029371-003162,G029.371-00.317,,,281.5162,-3.3134,653
2G0293861-0005365,29.3861,-0.0537,0.23000000417232513,0.5799999833106995,0.5299999713897705,0.5600000023841858,0.17000000178813934,176,20,0.4300000071525574,,0.23000000417232513,C,,,G029.385-00.055,,,281.2889,-3.1798,654
2G0294772+0024159,29.4773,0.2416,0.14000000059604645,0.4399999976158142,0.3400000035762787,0.38999998569488525,0.07000000029802322,30,55,0.6399999856948853,,0.17000000178813934,C,,1G029477+002419,G029.477+00.240,,,281.0675,-2.9638,655
2G0296114-0060249,29.6115,-0.6025,0.23000000417232513,0.6600000262260437,0.47999998927116394,0.5699999928474426,0.1899999976158142,52,86,0.6899999976158142,0.1599999964237213,0.20999999344348907,R,,1G029613-006009,G029.615-00.599,,,281.881,-3.2298,656
2G0296428-0045821,29.6429,-0.4582,0.49000000953674316,1.3600000143051147,1.059999942779541,1.2200000286102295,0.3199999928474426,168,110,0.6299999952316284,0.10000000149011612,0.18000000715255737,R,,1G029641-004548,G029.640-00.451,,,281.7667,-3.136,657
2G0297628+0007774,29.7629,0.0777,0.1899999976158142,0.44999998807907104,0.3499999940395355,0.4000000059604645,0.10999999940395355,131,14,0.6299999952316284,,0.1599999964237213,C,,,,,,281.3441,-2.7846,658
2G0298280-0009995,29.828,-0.0999,0.3700000047683716,0.550000011920929,0.3400000035762787,0.46000000834465027,0.14000000059604645,10,56,0.7900000214576721,0.07000000029802322,0.07999999821186066,C,,,G029.832-00.100,6.099999904632568,,281.532,-2.8078,659
2G0298546-0007396,29.8546,-0.074,0.8199999928474426,2.200000047683716,1.5700000524520874,1.909999966621399,0.3100000023841858,168,79,0.699999988079071,,0.1599999964237213,C,,1G029855-000706,G029.862-00.059,6.199999809265137,,281.5211,-2.7723,660
2G0298547-0024578,29.8547,-0.2458,0.12999999523162842,0.4699999988079071,0.3100000023841858,0.4000000059604645,0.17000000178813934,74,50,0.7599999904632568,0.15000000596046448,0.20999999344348907,R,,1G029856-002453,G029.854-00.245,,,281.6742,-2.8506,661
2G0298888-0000388,29.8889,-0.0039,0.07000000029802322,0.6700000166893005,0.3700000047683716,0.5400000214576721,0.05000000074505806,89,44,0.8299999833106995,,0.2800000011920929,C,,1G029887-000017,G029.889-00.007,,,281.4744,-2.7098,662
2G0299071-0002309,29.9071,-0.0231,0.1599999964237213,0.8899999856948853,0.6299999952316284,0.7799999713897705,0.10000000149011612,178,49,0.699999988079071,,0.20999999344348907,C,,,G029.901-00.029,,,281.4998,-2.7023,663
2G0299513-0008963,29.9514,-0.0896,0.2800000011920929,1.7899999618530273,1.440000057220459,1.6299999952316284,0.1599999964237213,167,101,0.6000000238418579,,0.12999999523162842,C,,,G029.955-00.093,,,281.5792,-2.6933,664
2G0299528-0081080,29.9528,-0.8108,0.28999999165534973,0.949999988079071,0.6800000071525574,0.8199999928474426,0.15000000596046448,2,132,0.699999988079071,0.17000000178813934,0.27000001072883606,R,,1G029952-008076,G029.950-00.809,,,282.2225,-3.021,665
2G0299535-0078597,29.9536,-0.786,0.09000000357627869,0.3400000035762787,0.2800000011920929,0.3100000023841858,0.10000000149011612,43,47,0.5799999833106995,0.20999999344348907,0.09000000357627869,R,,1G029954-007860,G029.954-00.788,,,282.2007,-3.009,666
2G0299557-0001015,29.9557,-0.0102,0.18000000715255737,0.4300000071525574,0.33000001311302185,0.3799999952316284,0.10000000149011612,67,121,0.6299999952316284,0.03999999910593033,0.11999999731779099,R,,1G029955-000094,,,,281.5105,-2.6532,667
2G0299738-0058948,29.9738,-0.5895,0.5799999833106995,1.7699999809265137,1.350000023841858,1.5800000429153442,0.3199999928474426,50,99,0.6499999761581421,,0.1599999964237213,C,,1G029966-005883,G029.979-00.587,,,282.0349,-2.9014,668
2G0299775+0054720,29.9775,0.5472,0.4099999964237213,1.5700000524520874,0.9800000190734863,1.309999942779541,0.23000000417232513,36,96,0.7799999713897705,,0.12999999523162842,C,,1G029977+005476,G029.976+00.547,,,281.0241,-2.3793,669
2G0300078-0007714,30.0078,-0.0771,0.3199999928474426,1.0399999618530273,0.7099999785423279,0.8899999856948853,0.1899999976158142,55,85,0.7300000190734863,,0.14000000059604645,C,,1G030008-000800,G030.007-00.084,,,281.5939,-2.6374,670
2G0300195-0003903,30.0196,-0.039,0.20000000298023224,0.3700000047683716,0.23999999463558197,0.3100000023841858,0.09000000357627869,15,70,0.7699999809265137,,0.15000000596046448,C,,1G030022-000378,G030.022-00.042,8.899999618530273,,281.5653,-2.6095,671
2G0300238+0011145,30.0239,0.1114,0.1599999964237213,0.4099999964237213,0.23000000417232513,0.33000001311302185,0.05000000074505806,145,86,0.8199999928474426,,0.12999999523162842,C,,,G030.026+00.109,7.400000095367432,,281.4334,-2.537,672
2G0300675+0009643,30.0675,0.0964,0.05000000074505806,0.4000000059604645,0.20999999344348907,0.3199999928474426,0.029999999329447746,39,7,0.8500000238418579,,0.12999999523162842,C,,,G030.067+00.097,,,281.4666,-2.5051,673
2G0302461+0005537,30.2462,0.0554,0.05999999865889549,0.28999999165534973,0.25999999046325684,0.27000001072883606,0.03999999910593033,37,89,0.41999998688697815,0.20000000298023224,0.17000000178813934,R,,1G030250+000547,,,,281.5848,-2.3648,674
2G0302510+0023985,30.251,0.2399,0.12999999523162842,0.6700000166893005,0.5699999928474426,0.6200000047683716,0.11999999731779099,171,104,0.5299999713897705,0.23999999463558197,0.3199999928474426,R,,1G030250+002413,G030.249+00.243,,,281.4227,-2.2763,675
2G0303030+0004086,30.3031,0.0409,0.14000000059604645,0.4000000059604645,0.3499999940395355,0.3799999952316284,0.09000000357627869,31,72,0.4699999988079071,0.17000000178813934,0.1899999976158142,R,,1G030303+000444,G030.303+00.041,7.300000190734863,,281.6237,-2.3208,676
2G0303239-0020620,30.3239,-0.2062,0.25,1.2799999713897705,1.0399999618530273,1.159999966621399,0.20000000298023224,26,71,0.5899999737739563,,0.20999999344348907,C,,1G030323-002072,G030.321-00.210,7.300000190734863,,281.8533,-2.415,677
2G0303412+0038042,30.3413,0.3804,0.15000000596046448,0.550000011920929,0.44999998807907104,0.5,0.17000000178813934,52,72,0.6000000238418579,0.18000000715255737,0.1899999976158142,R,,1G030342+003810,G030.339+00.381,,,281.3388,-2.1318,678
2G0303478+0009023,30.3478,0.0902,0.10000000149011612,0.30000001192092896,0.27000001072883606,0.2800000011920929,0.1599999964237213,18,114,0.44999998807907104,0.23999999463558197,0.20000000298023224,R,,,G030.348+00.090,7.300000190734863,,281.6002,-2.2585,679
2G0303584+0037600,30.3584,0.376,0.1899999976158142,0.5299999713897705,0.4000000059604645,0.4699999988079071,0.09000000357627869,175,97,0.6499999761581421,0.05000000074505806,0.14000000059604645,R,,,G030.357+00.378,,,281.3506,-2.1186,680
2G0303635-0026360,30.3635,-0.2636,1.7599999904632568,4.309999942779541,2.930000066757202,3.690000057220459,1.0499999523162842,12,88,0.7300000190734863,0.11999999731779099,0.3499999940395355,R,,1G030354-002611,G030.338-00.252,8.199999809265137,,281.9225,-2.406,681
2G0303764+0002571,30.3764,0.0257,0.20000000298023224,0.6800000071525574,0.5299999713897705,0.6100000143051147,0.11999999731779099,56,44,0.6299999952316284,0.10000000149011612,0.3199999928474426,R,,1G030377+000287,G030.374+00.026,,,281.6707,-2.2625,682
2G0303771+0011228,30.3771,0.1123,0.17000000178813934,0.41999998688697815,0.3499999940395355,0.38999998569488525,0.1599999964237213,20,113,0.5600000023841858,0.2199999988079071,0.20999999344348907,R,,1G030377+001120,G030.377+00.106,7.300000190734863,,281.5939,-2.2224,683
2G0303803-0010861,30.3803,-0.1086,0.23000000417232513,0.44999998807907104,0.36000001430511475,0.4099999964237213,0.14000000059604645,31,102,0.6100000143051147,0.09000000357627869,0.07999999821186066,C,,1G030381-001074,G030.380-00.110,6.199999809265137,,281.7921,-2.3203,684
2G0303883+0049305,30.3884,0.4931,0.029999999329447746,0.25,0.1599999964237213,0.20999999344348907,0.03999999910593033,178,96,0.7400000095367432,,0.1899999976158142,C,,,G030.388+00.493,,,281.26,-2.0385,685
2G0304432-0000874,30.4432,-0.0088,0.1599999964237213,0.6800000071525574,0.5600000023841858,0.6200000047683716,0.07000000029802322,90,71,0.550000011920929,,0.18000000715255737,C,,1G030443-000070,G030.442-00.004,,,281.7319,-2.2188,686
2G0304558+0043802,30.4559,0.438,0.7300000190734863,2.6600000858306885,2.059999942779541,2.380000114440918,0.4099999964237213,83,85,0.6299999952316284,0.07000000029802322,0.2199999988079071,R,,1G030461+004237,,,,281.3399,-2.0036,687
2G0304632-0018842,30.4633,-0.1884,0.20999999344348907,0.5199999809265137,0.4300000071525574,0.4699999988079071,0.12999999523162842,18,90,0.5699999928474426,0.10999999940395355,0.20999999344348907,R,,1G030465-001883,G030.463-00.191,,,281.9011,-2.2829,688
2G0305460+0002501,30.546,0.025,0.10999999940395355,0.3400000035762787,0.23999999463558197,0.30000001192092896,0.05999999865889549,165,52,0.699999988079071,,0.17000000178813934,C,,,G030.545+00.027,11.399999618530273,,281.7488,-2.1119,689
2G0305465+0001398,30.5466,0.014,0.07000000029802322,0.25999999046325684,0.20999999344348907,0.23999999463558197,0.03999999910593033,41,59,0.6000000238418579,,0.3199999928474426,C,,,G030.547+00.014,11.399999618530273,,281.7589,-2.1164,690
2G0305796-0009050,30.5797,-0.0905,0.2199999988079071,1.340000033378601,1.149999976158142,1.25,0.23000000417232513,5,115,0.5099999904632568,0.09000000357627869,0.18000000715255737,R,,1G030587-000967,G030.585-00.097,7.300000190734863,,281.867,-2.1346,691
2G0306206-0062732,30.6207,-0.6273,1.9299999475479126,5.050000190734863,3.8399999141693115,4.480000019073486,1.3799999952316284,25,112,0.6499999761581421,0.23999999463558197,0.47999998927116394,R,,1G030613-006253,G030.613-00.617,,,282.3638,-2.343,692
2G0306470+0010215,30.647,0.1022,0.14000000059604645,0.8500000238418579,0.7300000190734863,0.800000011920929,0.14000000059604645,69,70,0.5099999904632568,0.17000000178813934,0.25,R,,,G030.644+00.102,,,281.7262,-1.9868,693
2G0306561+0022411,30.6561,0.2241,0.3799999952316284,0.3700000047683716,0.30000001192092896,0.33000001311302185,0.12999999523162842,44,113,0.5899999737739563,0.05000000074505806,0.09000000357627869,C,,,,,,281.6218,-1.9231,694
2G0306617-0054208,30.6617,-0.5421,0.1899999976158142,0.8600000143051147,0.75,0.800000011920929,0.11999999731779099,179,104,0.47999998927116394,0.15000000596046448,0.18000000715255737,R,,1G030660-005418,G030.660-00.542,,,282.3066,-2.2676,695
2G0307414-0002102,30.7415,-0.021,1.4299999475479126,2.380000114440918,1.7999999523162842,2.109999895095825,0.8899999856948853,50,89,0.6600000262260437,0.4300000071525574,0.23000000417232513,R,,1G030748-000177,G030.758-00.047,5.599999904632568,N52,281.879,-1.9589,696
2G0307793+0023002,30.7793,0.23,0.2800000011920929,0.3799999952316284,0.3100000023841858,0.3499999940395355,0.17000000178813934,108,93,0.6000000238418579,0.05000000074505806,0.07999999821186066,C,,,G030.778+00.230,,,281.6728,-1.8108,697
2G0307949+0019745,30.7949,0.1974,0.14000000059604645,0.33000001311302185,0.20999999344348907,0.2800000011920929,0.10999999940395355,54,39,0.7599999904632568,0.09000000357627869,0.1899999976158142,R,,1G030795+001978,G030.793+00.196,,,281.7089,-1.8118,698
2G0308447+0014003,30.8447,0.14,0.27000001072883606,0.9700000286102295,0.7599999904632568,0.8700000047683716,0.2199999988079071,34,57,0.6299999952316284,0.11999999731779099,0.1599999964237213,R,,1G030845+001399,G030.847+00.140,,,281.7828,-1.7936,699
2G0309120+0016150,30.9121,0.1615,0.15000000596046448,0.550000011920929,0.47999998927116394,0.5199999809265137,0.10000000149011612,48,122,0.46000000834465027,0.1899999976158142,0.20999999344348907,R,,1G030912+001614,G030.906+00.161,7.300000190734863,,281.7944,-1.7239,700
2G0309509+0054183,30.9509,0.5418,0.4300000071525574,0.6800000071525574,0.5299999713897705,0.6100000143051147,0.2199999988079071,69,91,0.6299999952316284,0.05000000074505806,0.28999999165534973,R,,1G030951+005426,G030.951+00.541,,,281.4736,-1.5158,701
2G0309602+0058540,30.9602,0.5854,0.12999999523162842,0.8500000238418579,0.6200000047683716,0.75,0.10000000149011612,8,59,0.6800000071525574,0.30000001192092896,0.27000001072883606,R,,1G030961+005940,G030.958+00.594,,,281.439,-1.4876,702
2G0309930-0007701,30.993,-0.077,0.1899999976158142,0.5600000023841858,0.3499999940395355,0.4699999988079071,0.23000000417232513,20,69,0.7699999809265137,0.09000000357627869,0.07000000029802322,C,,1G030993-000734,G030.992-00.077,5.099999904632568,,282.0437,-1.7607,703
2G0310369+0044458,31.0369,0.4446,0.23999999463558197,0.7900000214576721,0.5799999833106995,0.6899999976158142,0.11999999731779099,171,97,0.6899999976158142,0.15000000596046448,0.2800000011920929,R,,1G031037+004491,G031.034+00.449,12.699999809265137,,281.5994,-1.4836,704
2G0310516+0035071,31.0517,0.3507,0.14000000059604645,0.4300000071525574,0.3700000047683716,0.4000000059604645,0.14000000059604645,81,96,0.5199999809265137,0.14000000059604645,0.18000000715255737,R,,1G031051+003520,G031.050+00.353,,,281.6897,-1.5133,705
2G0310592+0048650,31.0593,0.4865,0.7599999904632568,1.2300000190734863,0.8600000143051147,1.059999942779541,0.44999998807907104,89,69,0.7200000286102295,,0.17000000178813934,C,,1G031061+004885,G031.054+00.491,12.600000381469727,,281.5723,-1.4446,706
2G0310890+0019911,31.089,0.1991,0.25,0.3400000035762787,0.28999999165534973,0.3100000023841858,0.10000000149011612,42,85,0.5099999904632568,,0.3799999952316284,C,,,G031.090+00.202,,,281.8417,-1.5493,707
2G0311047+0012991,31.1047,0.1299,0.6000000238418579,0.4699999988079071,0.30000001192092896,0.38999998569488525,0.17000000178813934,156,115,0.7699999809265137,0.07999999821186066,0.1899999976158142,R,,1G031104+001315,G031.102+00.128,,,281.9104,-1.5669,708
2G0311389+0012860,31.139,0.1286,0.3799999952316284,1.0199999809265137,0.699999988079071,0.8799999952316284,0.20999999344348907,72,110,0.7300000190734863,0.07999999821186066,0.15000000596046448,R,,1G031138+001321,G031.135+00.129,,,281.9272,-1.537,709
2G0311513+0028909,31.1514,0.2891,0.47999998927116394,1.5299999713897705,1.2100000381469727,1.3799999952316284,0.28999999165534973,57,110,0.6100000143051147,0.20999999344348907,0.41999998688697815,R,,1G031147+002879,G031.138+00.285,7.300000190734863,N54,281.79,-1.4527,710
2G0311578-0014537,31.1579,-0.1454,0.20999999344348907,0.8199999928474426,0.6800000071525574,0.7599999904632568,0.17000000178813934,53,75,0.5600000023841858,0.25,0.36000001430511475,R,D,1G031159-001445,G031.156-00.148,,N53,282.1798,-1.6451,711
2G0311610-0010923,31.1611,-0.1092,0.8700000047683716,2.609999895095825,1.840000033378601,2.259999990463257,0.4000000059604645,61,62,0.7099999785423279,0.05000000074505806,0.1599999964237213,R,P,1G031160-000930,G031.165-00.105,11.699999809265137,N53,282.149,-1.6258,712
2G0312627+0002934,31.2627,0.0294,0.25,0.9100000262260437,0.5799999833106995,0.7699999809265137,0.10000000149011612,170,57,0.7699999809265137,,0.23000000417232513,C,,1G031264+000355,G031.264+00.031,,,282.072,-1.4721,713
2G0312684+0048494,31.2684,0.4849,0.20000000298023224,0.7300000190734863,0.5699999928474426,0.6600000262260437,0.12999999523162842,85,117,0.6200000047683716,0.25999999046325684,0.33000001311302185,R,,1G031269+004837,G031.268+00.478,15.300000190734863,,281.6692,-1.2592,714
2G0313061+0052740,31.3061,0.5274,0.05000000074505806,0.25999999046325684,0.15000000596046448,0.20999999344348907,0.029999999329447746,139,86,0.8100000023841858,,0.15000000596046448,C,,,,,,281.6485,-1.2063,715
2G0313167+0004774,31.3168,0.0478,0.3400000035762787,1.2300000190734863,1.1399999856948853,1.190000057220459,0.14000000059604645,151,106,0.3700000047683716,,0.3100000023841858,C,,1G031308+000533,G031.309+00.044,,,282.0803,-1.4156,716
2G0314022-0026952,31.4022,-0.2695,0.4099999964237213,0.6800000071525574,0.4699999988079071,0.5799999833106995,0.23999999463558197,173,144,0.7300000190734863,0.15000000596046448,0.33000001311302185,R,,1G031403-002638,G031.403-00.268,9.100000381469727,,282.4017,-1.4843,717
2G0314171-0014307,31.4171,-0.1431,0.07999999821186066,0.75,0.4699999988079071,0.6299999952316284,0.07999999821186066,101,62,0.7799999713897705,,0.20999999344348907,C,,1G031420-001412,G031.416-00.142,,,282.296,-1.4134,718
2G0314275-0013946,31.4275,-0.1395,0.07999999821186066,0.2800000011920929,0.18000000715255737,0.23000000417232513,0.03999999910593033,126,75,0.75,,0.12999999523162842,C,,,G031.426-00.140,,,282.2975,-1.4025,719
2G0314306+0028843,31.4306,0.2884,0.1599999964237213,0.5099999904632568,0.4399999976158142,0.47999998927116394,0.10999999940395355,54,97,0.5099999904632568,0.10999999940395355,0.38999998569488525,R,,1G031431+002886,G031.431+00.289,,,281.9181,-1.2046,720
2G0315221+0015375,31.5222,0.1537,0.46000000834465027,1.3700000047683716,1.0099999904632568,1.2000000476837158,0.25,139,137,0.6800000071525574,0.05999999865889549,0.14000000059604645,R,,1G031522+001513,G031.519+00.150,,,282.0798,-1.1845,721
2G0315303-0012168,31.5303,-0.1217,0.27000001072883606,1.6799999475479126,0.949999988079071,1.3600000143051147,0.18000000715255737,71,69,0.8299999833106995,,0.1899999976158142,C,,1G031532-001273,G031.534-00.134,,,282.3286,-1.3029,722
2G0315486+0009985,31.5487,0.0999,0.05999999865889549,0.4300000071525574,0.25,0.3499999940395355,0.09000000357627869,137,112,0.8199999928474426,,0.12999999523162842,C,,,G031.549+00.099,,,282.1397,-1.1855,723
2G0316135+0033467,31.6135,0.3347,0.25999999046325684,1.399999976158142,1.2000000476837158,1.2999999523162842,0.15000000596046448,171,92,0.5099999904632568,,0.36000001430511475,C,,1G031613+003353,G031.610+00.335,,,281.9603,-1.0207,724
2G0316214-0022523,31.6215,-0.2252,0.3700000047683716,2.0299999713897705,1.7300000190734863,1.8899999856948853,0.23999999463558197,17,62,0.5199999809265137,,0.25,C,,1G031621-002231,G031.612-00.226,,,282.4623,-1.2689,725
2G0317286+0069902,31.7287,0.699,0.07000000029802322,0.2800000011920929,0.23000000417232513,0.25,0.10999999940395355,53,124,0.5699999928474426,0.30000001192092896,0.4300000071525574,R,,,G031.727+00.698,19.700000762939453,,281.6886,-0.752,726
2G0318155-0012045,31.8156,-0.1205,0.3400000035762787,1.0,0.7599999904632568,0.8899999856948853,0.1899999976158142,161,99,0.6600000262260437,,0.20000000298023224,C,,1G031815-001194,G031.806-00.115,,,282.4577,-1.0484,727
2G0318914-0033428,31.8914,-0.3343,0.4000000059604645,3.109999895095825,2.1700000762939453,2.680000066757202,0.3199999928474426,28,69,0.7200000286102295,,0.3100000023841858,C,,1G031890-003336,G031.907-00.352,,,282.6825,-1.0785,728
2G0319127+0019540,31.9127,0.1954,0.05000000074505806,0.44999998807907104,0.28999999165534973,0.3799999952316284,0.03999999910593033,31,58,0.7799999713897705,,0.30000001192092896,C,,1G031915+001943,,,,282.2208,-0.818,729
2G0319196+0019320,31.9196,0.1932,0.03999999910593033,0.25999999046325684,0.17000000178813934,0.2199999988079071,0.029999999329447746,37,8,0.7799999713897705,,0.27000001072883606,C,D,,,,,282.2259,-0.8128,730
2G0319270+0019810,31.927,0.1981,0.09000000357627869,0.8600000143051147,0.5699999928474426,0.7300000190734863,0.05000000074505806,14,53,0.75,,0.12999999523162842,C,P,1G031922+001987,G031.915+00.196,7.199999809265137,,282.2249,-0.804,731
2G0320207-0039390,32.0207,-0.3939,0.8299999833106995,6.510000228881836,4.590000152587891,5.630000114440918,0.6499999761581421,63,72,0.7099999785423279,,0.17000000178813934,C,,,G032.034-00.375,,,282.7946,-0.9906,732
2G0320558+0007774,32.0558,0.0777,0.30000001192092896,0.6800000071525574,0.6000000238418579,0.6399999856948853,0.1599999964237213,39,101,0.47999998927116394,0.05000000074505806,0.36000001430511475,R,,1G032057+000783,G032.057+00.077,7.199999809265137,,282.3908,-0.7443,733
2G0320915-0050235,32.0916,-0.5024,0.12999999523162842,0.47999998927116394,0.38999998569488525,0.4399999976158142,0.10999999940395355,46,42,0.5799999833106995,0.23999999463558197,0.23000000417232513,R,,,G032.092-00.504,,,282.9235,-0.9769,734
2G0320983+0009116,32.0984,0.0912,0.1599999964237213,0.9900000095367432,0.7900000214576721,0.8899999856948853,0.17000000178813934,31,112,0.6100000143051147,0.49000000953674316,0.05999999865889549,R,,1G032099+000921,G032.099+00.089,8.5,N55,282.3982,-0.7002,735
2G0321571+0012741,32.1571,0.1274,0.20999999344348907,0.6000000238418579,0.4000000059604645,0.5099999904632568,0.14000000059604645,120,112,0.7400000095367432,0.12999999523162842,0.1599999964237213,R,,1G032158+001306,G032.152+00.131,6.099999904632568,,282.3928,-0.6315,736
2G0321574-0026969,32.1575,-0.2697,0.07000000029802322,0.3100000023841858,0.20000000298023224,0.25999999046325684,0.029999999329447746,27,41,0.7699999809265137,,0.18000000715255737,C,,,,,,282.7464,-0.8122,737
2G0321631+0002576,32.1632,0.0258,1.0099999904632568,4.590000152587891,3.549999952316284,4.099999904632568,0.5899999737739563,36,99,0.6299999952316284,,0.25999999046325684,C,,1G032149+000372,G032.181+00.015,7.199999809265137,,282.486,-0.6724,738
2G0323122-0038418,32.3122,-0.3842,0.4000000059604645,0.6600000262260437,0.4000000059604645,0.550000011920929,0.23000000417232513,49,44,0.800000011920929,,0.12999999523162842,C,,1G032309-003805,G032.312-00.388,,,282.9188,-0.7267,739
2G0323887+0034506,32.3888,0.3451,0.5199999809265137,2.819999933242798,2.559999942779541,2.690000057220459,0.36000001430511475,54,85,0.41999998688697815,0.1599999964237213,0.4300000071525574,R,,1G032390+003455,G032.388+00.345,,,282.3047,-0.326,740
2G0324355+0009274,32.4355,0.0927,0.05000000074505806,0.5600000023841858,0.4699999988079071,0.5099999904632568,0.03999999910593033,45,14,0.550000011920929,,0.18000000715255737,C,,,G032.436+00.092,,,282.5506,-0.3995,741
2G0324378+0041290,32.4379,0.4129,0.10000000149011612,0.36000001430511475,0.30000001192092896,0.33000001311302185,0.07000000029802322,71,117,0.5400000214576721,0.07999999821186066,0.25,R,,1G032439+004146,G032.437+00.413,,,282.2667,-0.2514,742
2G0324554+0040729,32.4554,0.4073,0.18000000715255737,0.5400000214576721,0.4699999988079071,0.5099999904632568,0.10999999940395355,21,86,0.5099999904632568,0.20000000298023224,0.3400000035762787,R,,1G032455+004085,G032.455+00.407,,,282.2797,-0.2384,743
2G0324584+0022505,32.4585,0.2251,0.15000000596046448,0.1899999976158142,0.12999999523162842,0.1599999964237213,0.10999999940395355,134,87,0.7099999785423279,0.05000000074505806,0.07000000029802322,C,,,G032.458+00.227,,,282.4433,-0.3187,744
2G0324643+0019478,32.4644,0.1948,0.03999999910593033,0.36000001430511475,0.25,0.3100000023841858,0.03999999910593033,151,94,0.7200000286102295,,0.4099999964237213,C,,1G032464+001944,G032.463+00.193,11.100000381469727,,282.4729,-0.3273,745
2G0325794-0007863,32.5795,-0.0786,0.3199999928474426,0.4300000071525574,0.3199999928474426,0.3799999952316284,0.20999999344348907,178,81,0.6499999761581421,0.07000000029802322,0.17000000178813934,R,,,G032.581-00.077,,,282.7687,-0.3495,746
2G0325828+0000283,32.5828,0.0028,0.20999999344348907,0.9700000286102295,0.8999999761581421,0.9300000071525574,0.1599999964237213,11,104,0.3799999952316284,0.20000000298023224,0.5299999713897705,R,,1G032584+000057,G032.582+00.001,9.399999618530273,N56,282.6978,-0.3094,747
2G0325843-0033209,32.5844,-0.3321,0.5199999809265137,1.25,0.9100000262260437,1.090000033378601,0.46000000834465027,157,63,0.6899999976158142,,0.1899999976158142,C,,,G032.587-00.330,7.199999809265137,,282.9966,-0.4607,748
2G0326626-0007524,32.6626,-0.0752,0.46000000834465027,2.4700000286102295,2.0799999237060547,2.2899999618530273,0.3799999952316284,177,76,0.5400000214576721,0.05000000074505806,0.27000001072883606,R,,1G032662-000722,G032.661-00.072,7.199999809265137,,282.8036,-0.274,749
2G0327305+0021206,32.7305,0.2121,0.17000000178813934,0.5600000023841858,0.5099999904632568,0.5299999713897705,0.10000000149011612,178,118,0.41999998688697815,0.12999999523162842,0.2800000011920929,R,,1G032731+002120,G032.733+00.209,13.199999809265137,,282.5789,-0.0825,750
